Region,area,bedrooms,name,price,url,where,Latitude,Longtitude,City
sby,901ft2,2,Only 1 Left ~ Charming 2Bedroom/2 Bath Apartment Home w/Assigned Space,2585,https://sfbay.craigslist.org/sby/apa/d/morgan-hill-only-1-left-charming/6858150171.html,morgan hill,37.123767,-121.65224,morgan hill
sby,,2,"easy access to freeways, and only a hop, skip and a jump to Google",2100,https://sfbay.craigslist.org/sby/apa/d/mountain-view-easy-access-to-freeways/6849725404.html,"Mountain View, CA",37.400556,-122.082307,mountain view
sby,720ft2,1,Gorgeous 1 Bedroom Nestled In The Heart of Santa Clara!,2295,https://sfbay.craigslist.org/sby/apa/d/san-jose-gorgeous-1-bedroom-nestled-in/6853280445.html,santa clara,37.324897,-121.970402,santa clara
sby,636ft2,1,1BR/1BA Apartment with Quartz Countertops & Stainless Steel Appliances,3485,https://sfbay.craigslist.org/sby/apa/d/mountain-view-1br-1ba-apartment-with/6858149386.html,mountain view,37.391247,-122.094563,mountain view
sby,1056ft2,2,Don't wait this two bedroom won't last for long!,2595,https://sfbay.craigslist.org/sby/apa/d/san-jose-dont-wait-this-two-bedroom/6851664065.html,santa clara,37.324897,-121.970402,santa clara
sby,960ft2,2,SPACIOUS-BRIGHT-BEAUTIFUL 2BR WITH WASHER/DRYER *HURRY*,2995,https://sfbay.craigslist.org/sby/apa/d/san-jose-spacious-bright-beautiful-2br/6858148874.html,cupertino,37.319542,-122.01427,cupertino
sby,1327ft2,3,BEST-IN-CLASS LUXURY APARTMENTS @ LIVORNO SQUARE!,3994,https://sfbay.craigslist.org/sby/apa/d/san-jose-best-in-class-luxury/6858148839.html,san jose west,37.313002,-121.949282,campbell
sby,650ft2,1,"**Amazing SAVINGS!!** 1BR 1BA apt, Swimming pool, Private corner unit",2095,https://sfbay.craigslist.org/sby/apa/d/santa-clara-amazing-savings-1br-1ba-apt/6850056741.html,santa clara,37.337841,-121.978369,santa clara
sby,770ft2,1,BEAUTIFUL 1 BR TOWNHOUSE CLOSE TO APPLE SPACESHIP-CUPERTINO SHOOLS,2495,https://sfbay.craigslist.org/sby/apa/d/san-jose-beautiful-1-br-townhouse-close/6858148390.html,cupertino,37.319542,-122.01427,cupertino
sby,662ft2,1,Make Peartree Your Home !! Renovated Units !! With W/D,2620,https://sfbay.craigslist.org/sby/apa/d/sunnyvale-make-peartree-your-home/6858148149.html,sunnyvale,37.385698,-122.031178,sunnyvale
sby,1140ft2,2,GORGEOUS 2X2 TOWNHOUSE CLOSE TO APPLE-DE ANZA COLLEGE-SHOPPING,3495,https://sfbay.craigslist.org/sby/apa/d/san-jose-gorgeous-2x2-townhouse-close/6858148061.html,cupertino,37.319542,-122.01427,cupertino
sby,1220ft2,3,"Gorgeous 3 Bedroom, 2 Bathroom with fire place",3195,https://sfbay.craigslist.org/sby/apa/d/san-jose-gorgeous-3-bedroom-2-bathroom/6852463488.html,santa clara,37.324897,-121.970402,santa clara
sby,720ft2,1,1-bedroom 1-Bath with a fireplace,2295,https://sfbay.craigslist.org/sby/apa/d/san-jose-1-bedroom-1-bath-with-fireplace/6852456150.html,santa clara,37.324897,-121.970402,santa clara
sby,1220ft2,3,"Beautiful & Spacious 3 bedroom, 2 bath with a fireplace.",3195,https://sfbay.craigslist.org/sby/apa/d/san-jose-beautiful-spacious-3-bedroom-2/6850991034.html,santa clara,37.324897,-121.970402,santa clara
sby,1220ft2,3,Last 3 bedroom GOING FAST!!!!,3195,https://sfbay.craigslist.org/sby/apa/d/san-jose-last-3-bedroom-going-fast/6849287176.html,santa clara,37.324897,-121.970402,santa clara
sby,1056ft2,2,"Nice, Spacious 2 Bedroom-2 Bath with Fireplace.",2595,https://sfbay.craigslist.org/sby/apa/d/san-jose-nice-spacious-2-bedroom-2-bath/6852547631.html,santa clara,37.324897,-121.970402,santa clara
sby,720ft2,1,"Welcome home, your search stops here.",2295,https://sfbay.craigslist.org/sby/apa/d/san-jose-welcome-home-your-search-stops/6856370928.html,santa clara,37.324897,-121.970402,santa clara
sby,720ft2,1,"Furnished Large one bedroom house with garden, short or long term",1590,https://sfbay.craigslist.org/sby/apa/d/santa-clara-furnished-large-one-bedroom/6836591211.html,santa clara,37.354384,-121.996086,sunnyvale
sby,729ft2,1,"*MONTH FREE* Cute, Cozy and Newly Built! Visit LEX Today!",2430,https://sfbay.craigslist.org/sby/apa/d/san-jose-month-free-cute-cozy-and-newly/6858140281.html,san jose south,37.251756,-121.799755,san jose
sby,800ft2,2,REDUCED DOWNSTAIRS 2 BDRM NEW FLOORS NEW WINDOWS,2150,https://sfbay.craigslist.org/sby/apa/d/gilroy-reduced-downstairs-2-bdrm-new/6853598978.html,gilroy,37.010668,-121.591358,gilroy
sby,800ft2,2,LOWERED RENT DOWNSTAIRS 2 BDRM NEW FLOORS NEW WINDOWS,2095,https://sfbay.craigslist.org/sby/apa/d/gilroy-lowered-rent-downstairs-2-bdrm/6858145365.html,gilroy,37.010668,-121.591358,gilroy
sby,828ft2,1,Spring Into Your New Home Today!!,2629,https://sfbay.craigslist.org/sby/apa/d/san-jose-spring-into-your-new-home-today/6858144949.html,san jose south,37.2458,-121.8306,san jose
sby,740ft2,1,Move In Ready Unit On The Top Floor!!,2412,https://sfbay.craigslist.org/sby/apa/d/san-jose-move-in-ready-unit-on-the-top/6858144859.html,san jose south,37.2458,-121.8306,san jose
sby,800ft2,2,JUST REDUCED NEWLY REMODELED DOWNSTAIRS 2 BDRMJ,2195,https://sfbay.craigslist.org/sby/apa/d/gilroy-just-reduced-newly-remodeled/6858144332.html,gilroy,37.010771,-121.591315,gilroy
sby,762ft2,1,Beautiful View! Top Floor - 1 Bedroom/1Bath-,2575,https://sfbay.craigslist.org/sby/apa/d/milpitas-beautiful-view-top-floor-1/6858129906.html,Milpitas,37.414793,-121.905025,milpitas
sby,500ft2,1,Beautiful New Construction - Skip the commute (Studio Apartment),2600,https://sfbay.craigslist.org/sby/apa/d/sunnyvale-beautiful-new-construction/6858142393.html,sunnyvale,37.349818,-122.014464,sunnyvale
sby,818ft2,2,"Fitness Center, Gated Community, BBQ Area, Bark Park, Pool",2545,https://sfbay.craigslist.org/sby/apa/d/san-jose-fitness-center-gated-community/6858142013.html,san jose east,37.313816,-121.838805,san jose
sby,660ft2,1,Awesome Great Price Renovated Top Floor One Bedroom!,2270,https://sfbay.craigslist.org/sby/apa/d/campbell-awesome-great-price-renovated/6858140475.html,campbell,37.286942,-121.935467,campbell
sby,1000ft2,2,Beautiful New Construction - Skip the commute,3600,https://sfbay.craigslist.org/sby/apa/d/sunnyvale-beautiful-new-construction/6858140199.html,sunnyvale,37.349818,-122.014464,sunnyvale
sby,870ft2,1,Big Bay Windows!,3269,https://sfbay.craigslist.org/sby/apa/d/sunnyvale-big-bay-windows/6858139992.html,sunnyvale,37.3886,-122.0177,sunnyvale
sby,1220ft2,3,"Spacious 3 bedroom, 2 bath with a fireplace.",3195,https://sfbay.craigslist.org/sby/apa/d/san-jose-spacious-3-bedroom-2-bath-with/6856371448.html,santa clara,37.324897,-121.970402,santa clara
sby,1050ft2,2,"$ 3,700 / 2 br / 2 bath  -1050 Sq. Feet  -condo",3700,https://sfbay.craigslist.org/sby/apa/d/san-jose-br-2-bath-sq-feet-condo/6854895120.html,san jose west,37.315287,-121.946781,campbell
sby,295ft2,0,►→Renovated Studios in Convenient Santa Clara Location←◄,1645,https://sfbay.craigslist.org/sby/apa/d/santa-clara-renovated-studios-in/6853373744.html,santa clara,37.353205,-121.986458,santa clara
sby,888ft2,2,Campbell  🐶 Pets Welcome 🐱 2x1 In-Unit Washer/Dryer - Move In Ready,2537,https://sfbay.craigslist.org/sby/apa/d/campbell-campbell-pets-welcome-2x1-in/6854333803.html,Campbell,37.259648,-121.946869,campbell
sby,,1,"MODERN LIVING IN WINE COUNTRY! SIP, RELAX AND EXPLORE! CALL TODAY!",1035,https://sfbay.craigslist.org/sby/apa/d/lodi-modern-living-in-wine-country-sip/6841338496.html,EASY COMMUTE,38.122375,-121.262777,lodi
sby,702ft2,1,SALT WATER POOL 1-Bedroom Apartment. *FREE MONTH RENT AT LEX*,2465,https://sfbay.craigslist.org/sby/apa/d/san-jose-salt-water-pool-1-bedroom/6858137614.html,san jose south,37.251893,-121.80027,san jose
sby,1088ft2,2,2 Bedroom Apartment w/ Beautiful Amenities  Washer/Dryer!,3795,https://sfbay.craigslist.org/sby/apa/d/mountain-view-2-bedroom-apartment/6858137260.html,mountain view,37.4056,-122.0775,mountain view
sby,1100ft2,2,2Bed 2Ba! Highly Desirable Location and Schools! Call Now For Details!,3250,https://sfbay.craigslist.org/sby/apa/d/sunnyvale-2bed-2ba-highly-desirable/6858137080.html,sunnyvale,37.358105,-122.027944,sunnyvale
sby,400ft2,1,Studio for rent,1495,https://sfbay.craigslist.org/sby/apa/d/san-jose-studio-for-rent/6853542984.html,san jose north,37.3864,-121.88,san jose
sby,900ft2,2,Parking + Utilities FREE! New floors + new appliances!,2299,https://sfbay.craigslist.org/sby/apa/d/san-jose-parking-utilities-free-new/6858136449.html,san jose north,37.360458,-121.879582,san jose
sby,747ft2,1,"Come Visit Today, WiFi Hot Spots, Large Windows",2795,https://sfbay.craigslist.org/sby/apa/d/san-jose-come-visit-today-wifi-hot/6858136124.html,san jose north,37.40495,-121.931996,milpitas
sby,911ft2,2,"Enjoy Scenic Top Floor Views, Upgraded Finishes In Your 2 Bd/2 Bth!",2810,https://sfbay.craigslist.org/sby/apa/d/san-jose-enjoy-scenic-top-floor-views/6858135758.html,san jose downtown,37.362426,-121.844221,east foothills
sby,1618ft2,3,Large 3 Bed / 2 Bath Single Family House in Berryessa,3600,https://sfbay.craigslist.org/sby/apa/d/san-jose-large-3-bed-2-bath-single/6858131753.html,san jose north,37.37814,-121.871866,san jose
sby,839ft2,1,✂✂✂ Cut Down on Those Move-In Costs w/New Special Prices!,3150,https://sfbay.craigslist.org/sby/apa/d/campbell-cut-down-on-those-move-in/6858134302.html,campbell,37.29223,-121.931803,campbell
sby,700ft2,1,Large 1 Bedroom w/Natural Sunlight on ground Floor in SJ Ready Now!,2164,https://sfbay.craigslist.org/sby/apa/d/san-jose-large-1-bedroom-natural/6858133957.html,san jose west,37.298978,-121.930459,campbell
sby,680ft2,2,"Professionally Managed, Sorry No Pets, Close to 280 and 101",3195,https://sfbay.craigslist.org/sby/apa/d/sunnyvale-professionally-managed-sorry/6858133900.html,sunnyvale,37.359296,-122.053714,sunnyvale
sby,1622ft2,3,"Spacious 3 bed, 3 bath Townhouse.  1765 Lee Way, Milpitas, CA",3499,https://sfbay.craigslist.org/sby/apa/d/milpitas-spacious-3-bed-3-bath/6856461965.html,milpitas,37.4352,-121.895,milpitas
sby,702ft2,1,Large 1Bd/1Ba Apartment Luxury Style 1 Month FREE!!!,2405,https://sfbay.craigslist.org/sby/apa/d/san-jose-large-1bd-1ba-apartment-luxury/6858110848.html,san jose south,37.2458,-121.8306,san jose
sby,717ft2,1,Santa Clara:1x1🐾🐾🐾Up to 6 months of FREE pet rent!💸💸💸,2390,https://sfbay.craigslist.org/sby/apa/d/santa-clara-santa-clara1x1up-to-6/6858131333.html,Santa Clara,37.357092,-121.960636,santa clara
sby,1262ft2,3,Three Bedroom Two Bath! Amazing Closet Space! Close to the Pruneyard,3300,https://sfbay.craigslist.org/sby/apa/d/campbell-three-bedroom-two-bath-amazing/6858121189.html,campbell,37.279981,-121.937088,campbell
sby,700ft2,1,1x1 with Stainless Steel Appliances and Wood Flooring,2810,https://sfbay.craigslist.org/sby/apa/d/santa-clara-1x1-with-stainless-steel/6858130710.html,santa clara,37.337745,-121.94053,santa clara
sby,740ft2,1,A 1x1 Apartment w/ a Chef’s Island & Corian Counters in the Kitchen,2412,https://sfbay.craigslist.org/sby/apa/d/san-jose-1x1-apartment-a-chefs-island/6858130525.html,san jose south,37.2458,-121.8306,san jose
sby,850ft2,2,2 bedroom 1 bath off Saratoga,2250,https://sfbay.craigslist.org/sby/apa/d/san-jose-2-bedroom-1-bath-off-saratoga/6858129718.html,saratoga,37.2886,-121.9818,campbell
sby,,1,SJSU New Designer Remodel w/ Granite & DISHWASHER  *** PHOTOS ***,1845,https://sfbay.craigslist.org/sby/apa/d/sjsu-new-designer-remodel-granite/6839070258.html,san jose downtown,37.330835,-121.875241,san jose
sby,,1,Bright Large New Designer Granite Remodel - Gated Property *  BONUS *,1745,https://sfbay.craigslist.org/sby/apa/d/san-jose-bright-large-new-designer/6839069927.html,san jose downtown,37.32617,-121.867557,san jose
sby,901ft2,2,Only 1 Left~Charming 2BD/2BA In-Unit Laundry! Pets Welcome Too!!,2585,https://sfbay.craigslist.org/sby/apa/d/morgan-hill-only-1-leftcharming-2bd-2ba/6858128604.html,morgan hill,37.123767,-121.65224,morgan hill
sby,400ft2,1,Accommodation for Professionals - Cupertino - Apple/DeAnza/Highways,1250,https://sfbay.craigslist.org/sby/apa/d/cupertino-accommodation-for/6851338864.html,cupertino,37.316039,-122.053438,cupertino
sby,764ft2,1,Scenic Second Floor 1x1 Available Now! Pets Friendly! Tour Today!,2377,https://sfbay.craigslist.org/sby/apa/d/san-jose-scenic-second-floor-1x1/6858127590.html,san jose south,37.241318,-121.807148,san jose
sby,764ft2,1,Scenic Second Floor 1x1 Available Now! Pets Friendly! Tour Today!,2377,https://sfbay.craigslist.org/sby/apa/d/san-jose-scenic-second-floor-1x1/6858127590.html,san jose south,37.241318,-121.807148,san jose
sby,759ft2,1,Spacious 1 bedroom with Specials! (1 month off + $2000 GC),2831,https://sfbay.craigslist.org/sby/apa/d/san-jose-spacious-1-bedroom-with/6850002766.html,milpitas,37.411674,-121.898987,milpitas
sby,1056ft2,2,Nice 2 Bedroom-2 Bath With A Fireplace! Stop On By Today!,2595,https://sfbay.craigslist.org/sby/apa/d/san-jose-nice-2-bedroom-2-bath-with/6856378020.html,santa clara,37.324897,-121.970402,santa clara
sby,1008ft2,2,Lovely 2 Bedroom Apartment… Waiting for You to Make it Home!,3209,https://sfbay.craigslist.org/sby/apa/d/santa-clara-lovely-2-bedroom-apartment/6858126974.html,santa clara,37.344015,-121.977869,santa clara
sby,1020ft2,2,Yes We Have 2 Bedroom 2 Bath Homes Here!,3067,https://sfbay.craigslist.org/sby/apa/d/santa-clara-yes-we-have-2-bedroom-2/6858126638.html,sunnyvale,37.39024,-121.99267,sunnyvale
sby,461ft2,0,👍 Thumbs Up To This Awesome Ground Floor Studio!,1984,https://sfbay.craigslist.org/sby/apa/d/campbell-thumbs-up-to-this-awesome/6858125895.html,campbell,37.274643,-121.933867,campbell
sby,500ft2,0,Lovely studio across from west gate,1650,https://sfbay.craigslist.org/sby/apa/d/san-jose-lovely-studio-across-from-west/6858125410.html,san jose west,37.2886,-121.9818,campbell
sby,759ft2,1,Exclusive Corner Home Ready For You!,2879,https://sfbay.craigslist.org/sby/apa/d/santa-clara-exclusive-corner-home-ready/6858101609.html,santa clara,37.348889,-121.995149,santa clara
sby,734ft2,1,Live in Tuscany!,2956,https://sfbay.craigslist.org/sby/apa/d/santa-clara-live-in-tuscany/6858125104.html,santa clara,37.351874,-121.987402,santa clara
sby,675ft2,1,"Everything You Need And More! Pool, Large Closet, Washer & Dryer",3563,https://sfbay.craigslist.org/sby/apa/d/sunnyvale-everything-you-need-and-more/6858124682.html,sunnyvale,37.3764,-122.0238,sunnyvale
sby,1264ft2,3,Groundfloor 3x2 With Extra Large Patio! Tour Today!,3447,https://sfbay.craigslist.org/sby/apa/d/groundfloor-3x2-with-extra-large-patio/6858124454.html,san jose south,37.2458,-121.8306,san jose
sby,85ft2,1,Top Floor 1BD! Great Sunlight! Pool View! Act Fast!,3010,https://sfbay.craigslist.org/sby/apa/d/san-jose-top-floor-1bd-great-sunlight/6858123493.html,san jose north,37.4087,-121.9406,milpitas
sby,770ft2,1,See It Today & Move In Tomorrow! Hot Deal! 1 month free!!,3696,https://sfbay.craigslist.org/sby/apa/d/mountain-view-see-it-today-move-in/6858122548.html,mountain view,37.396069,-122.077927,mountain view
sby,850ft2,2,"Large front balcony, Ideal + REMODELED, 2BR 1BA apt, Near Santana Row",2395,https://sfbay.craigslist.org/sby/apa/d/san-jose-large-front-balcony-ideal/6858101756.html,san jose west,37.306185,-121.966268,campbell
sby,870ft2,2,Secure Today Move Later In May 2B1B !!,3008,https://sfbay.craigslist.org/sby/apa/d/santa-clara-secure-today-move-later-in/6858122455.html,santa clara,37.359141,-121.99817,sunnyvale
sby,730ft2,1,"1 Bedroom Apartment w/ Beautiful Amenities, Private Patio  Washer+Dryer!",2880,https://sfbay.craigslist.org/sby/apa/d/mountain-view-1-bedroom-apartment/6858122074.html,mountain view,37.4056,-122.0775,mountain view
sby,564ft2,1,Beautiful 1X1 with GREAT AMENITIES!!!,2540,https://sfbay.craigslist.org/sby/apa/d/santa-clara-beautiful-1x1-with-great/6858121517.html,santa clara,37.3924,-121.9623,santa clara
sby,,3,Spacious and Desirable 3 bedroom/1.5 bath Walk to SJSU and Downtown,3400,https://sfbay.craigslist.org/sby/apa/d/san-jose-spacious-and-desirable-3/6858120696.html,san jose downtown,37.336453,-121.868505,san jose
sby,1000ft2,2,Beautiful 2bd Upstairs Apt. in 4-Plex Available Now @ 1979 Harris #3,2350,https://sfbay.craigslist.org/sby/apa/d/campbell-beautiful-2bd-upstairs-apt-in/6847019078.html,San Jose West,37.276529,-121.930153,campbell
sby,1664ft2,3,Beautiful 3bd House in Silver Creek Country Club Available April 12th,3600,https://sfbay.craigslist.org/sby/apa/d/san-jose-beautiful-3bd-house-in-silver/6847032776.html,san jose east,37.276597,-121.761914,east foothills
sby,607ft2,1,"Stylish 1BR Loft in San Jose, Stainless kitchen, Great views! has W/D",2475,https://sfbay.craigslist.org/sby/apa/d/san-jose-stylish-1br-loft-in-san-jose/6858120511.html,san jose downtown,37.331388,-121.887164,san jose
sby,1287ft2,3,Beautiful 3bd House w/Large Yard Available 4/11 @ 678 Braxton Dr,3250,https://sfbay.craigslist.org/sby/apa/d/san-jose-beautiful-3bd-house-large-yard/6836105509.html,san jose south,37.274804,-121.810999,san jose
sby,605ft2,1,Great Upstairs 1bd Apartment Available 3/15 @ 2752 Kollmar Dr #31,1495,https://sfbay.craigslist.org/sby/apa/d/san-jose-great-upstairs-1bd-apartment/6836115268.html,san jose east,37.351226,-121.824517,east foothills
sby,630ft2,1,Move In This Weekend !! 1B1B Top Floor With Street View !!,2384,https://sfbay.craigslist.org/sby/apa/d/santa-clara-move-in-this-weekend-1b1b/6858120306.html,santa clara,37.359141,-121.99817,sunnyvale
sby,792ft2,2,Charming 2bd House w/Office Available 4/1 @ 60 Essendon Wy,2595,https://sfbay.craigslist.org/sby/apa/d/san-jose-charming-2bd-house-office/6836093770.html,san jose south,37.228466,-121.762397,morgan hill
sby,647ft2,1,Campbell ~  💲NEW LOW PRICE!!! Move In Ready! 1x1 Ground  Floor,2198,https://sfbay.craigslist.org/sby/apa/d/campbell-campbell-new-low-price-move-in/6858119505.html,Campbell,37.259648,-121.946869,campbell
sby,536ft2,0,1BR/1BA Apt. with Wood Style Floor and Courtyard View!,2165,https://sfbay.craigslist.org/sby/apa/d/santa-clara-1br-1ba-apt-with-wood-style/6858119203.html,santa clara,37.356392,-121.955829,santa clara
sby,759ft2,1,Facing South with Outside Patio,3004,https://sfbay.craigslist.org/sby/apa/d/santa-clara-facing-south-with-outside/6858106291.html,santa clara,37.348906,-121.995149,santa clara
sby,711ft2,1,"Abundant closet space, Pre-wired for high speed internet, Picnic area",2391,https://sfbay.craigslist.org/sby/apa/d/san-jose-abundant-closet-space-pre/6858117962.html,san jose south,37.2458,-121.8306,san jose
sby,630ft2,1,Upstairs 1B1B Very Spacious With Walk In Closet !!,2384,https://sfbay.craigslist.org/sby/apa/d/santa-clara-upstairs-1b1b-very-spacious/6858117945.html,santa clara,37.359141,-121.99817,sunnyvale
sby,715ft2,1,Unique One Bedroom with Sitting Room Available for April!,2395,https://sfbay.craigslist.org/sby/apa/d/campbell-unique-one-bedroom-with/6858117770.html,campbell,37.289123,-121.949377,campbell
sby,522ft2,0,Large Top Floor Studio Available Now! $500 Off!,1995,https://sfbay.craigslist.org/sby/apa/d/san-jose-large-top-floor-studio/6856475545.html,West San Jose / Willow Glen Area,37.308028,-121.915341,san jose
sby,684ft2,1,4 Weeks Free + $1000 Look&Lease on Select Units! Offer Expiring Soon!,2734,https://sfbay.craigslist.org/sby/apa/d/san-jose-4-weeks-free-looklease-on/6858116731.html,Downtown San Jose,37.353186,-121.891474,san jose
sby,863ft2,1,REDUCED PRICING FOR LIMITED TIME ONLY!! Unbeatable Location!!,3298,https://sfbay.craigslist.org/sby/apa/d/san-jose-reduced-pricing-for-limited/6858078422.html,san jose west,37.3163,-121.9356,campbell
sby,835ft2,1,"Entertain in style! LUX kitchen, Wood-style floor, 1BR 1BA apt has W/D",2850,https://sfbay.craigslist.org/sby/apa/d/san-jose-entertain-in-style-lux-kitchen/6858116181.html,san jose downtown,37.336653,-121.888042,san jose
sby,,2,Adorable 2 bedroom Single Family Cupertino Home in Ideal Location,2995,https://sfbay.craigslist.org/sby/apa/d/cupertino-adorable-2-bedroom-single/6858116071.html,cupertino,37.325553,-122.053127,cupertino
sby,947ft2,2,Top Floor 2X2 Home w/ Pool View and Laminate Flooring!,3560,https://sfbay.craigslist.org/sby/apa/d/mountain-view-top-floor-2x2-home-pool/6858116054.html,,37.3893,-122.0783,mountain view
sby,870ft2,2,Look & Lease Now 2B1B !! Top Floor Sunny Location !!,2933,https://sfbay.craigslist.org/sby/apa/d/santa-clara-look-lease-now-2b1b-top/6858114740.html,santa clara,37.359141,-121.99817,sunnyvale
sby,1084ft2,2,"Today Is Your Day! Get $1,000 OFF Your MAY Rent! Move In By 04/14",3151,https://sfbay.craigslist.org/sby/apa/d/san-jose-today-is-your-day-get-1000-off/6858114793.html,san jose north,37.401468,-121.925197,milpitas
sby,,0,Zen Gardens | Remodeled Kitchen | Wifi | A/C,1745,https://sfbay.craigslist.org/sby/apa/d/san-jose-zen-gardens-remodeled-kitchen/6856373759.html,san jose downtown,37.347727,-121.896393,san jose
sby,1152ft2,2,DOWNTOWN OASIS! YOULL LOVE THE CONVENIENCE AND LOCATION!,3103,https://sfbay.craigslist.org/sby/apa/d/san-jose-downtown-oasis-youll-love-the/6858114535.html,san jose downtown,37.340351,-121.894413,san jose
sby,1493ft2,3,Willow Glen Townhouse | End Unit | Private Patio | Garage,3495,https://sfbay.craigslist.org/sby/apa/d/san-jose-willow-glen-townhouse-end-unit/6851366535.html,willow glen / cambrian,37.275738,-121.895127,campbell
sby,931ft2,1,Spacious 1bedr Open Style Apt w/ FULL WD in Unit & Complex w/ 24hr Gym,2969,https://sfbay.craigslist.org/sby/apa/d/san-jose-spacious-1bedr-open-style-apt/6858114315.html,san jose north,37.414261,-121.953898,milpitas
sby,761ft2,1,Move in ViO TODAY!! 1 Bedroom 1 Bath Apartment Available Now!,2430,https://sfbay.craigslist.org/sby/apa/d/san-jose-move-in-vio-today-1-bedroom-1/6858055887.html,san jose south,37.2458,-121.8306,san jose
sby,700ft2,1,Gorgeous Apartment | Private Yard | Stainless Steel Appliances | A/C,1995,https://sfbay.craigslist.org/sby/apa/d/san-jose-gorgeous-apartment-private/6852884109.html,san jose west,37.285894,-121.983478,campbell
sby,1033ft2,2,Gorgeous 2x2 Apartment Available! 2 WEEKS FREE IF YOU MOVE IN ASAP!,2715,https://sfbay.craigslist.org/sby/apa/d/morgan-hill-gorgeous-2x2-apartment/6858114091.html,morgan hill,37.1353,-121.6501,morgan hill
sby,1139ft2,3,Beautiful Condo | Central A/C | Private Patio | Conveniently Located,3695,https://sfbay.craigslist.org/sby/apa/d/santa-clara-beautiful-condo-central-c/6851409646.html,san jose north,37.414477,-121.955126,milpitas
sby,1420ft2,3,Gorgeous 3 Bedroom Apartment Home! 1 month FREE!!!,3299,https://sfbay.craigslist.org/sby/apa/d/morgan-hill-gorgeous-3-bedroom/6858113806.html,morgan hill,37.1353,-121.6501,morgan hill
sby,950ft2,2,Your future apartment home! UPGRADED 2BR 2BA Apply Now!,2495,https://sfbay.craigslist.org/sby/apa/d/morgan-hill-your-future-apartment-home/6858113022.html,morgan hill,37.138108,-121.670208,morgan hill
sby,1008ft2,2,New to Santa Clara? Come Check Out Our 2 Bedrooms!,3164,https://sfbay.craigslist.org/sby/apa/d/santa-clara-new-to-santa-clara-come/6858112968.html,santa clara,37.344015,-121.977869,santa clara
sby,708ft2,1,Stunning home with every upgrade .. FREE MONTH,2555,https://sfbay.craigslist.org/sby/apa/d/san-jose-stunning-home-with-every/6858112383.html,san jose south,37.250116,-121.797523,san jose
sby,750ft2,0,Stop Looking...Start Moving.,2786,https://sfbay.craigslist.org/sby/apa/d/sunnyvale-stop-lookingstart-moving/6858111545.html,mountain view,37.368941,-122.063572,mountain view
sby,733ft2,1,GREAT DEAL! On Special Gorgeous Upgraded ONE BEDROOM! APPLY NOW!,1995,https://sfbay.craigslist.org/sby/apa/d/morgan-hill-great-deal-on-special/6858111443.html,morgan hill,37.138108,-121.670208,morgan hill
sby,733ft2,1,On Promo End Unit Convenient Location! ONE BEDROOM Available!,1895,https://sfbay.craigslist.org/sby/apa/d/morgan-hill-on-promo-end-unit/6858110367.html,morgan hill,37.138108,-121.670208,morgan hill
sby,1185ft2,3,Looking to make a last minute change? Move in this weekend.,3955,https://sfbay.craigslist.org/sby/apa/d/santa-clara-looking-to-make-last-minute/6858109584.html,santa clara,37.344015,-121.977869,santa clara
sby,710ft2,1,Washer & Dryer in Unit! Garage Included! Bark Park! Gym! 3 Pools!!,2459,https://sfbay.craigslist.org/sby/apa/d/san-jose-washer-dryer-in-unit-garage/6858108859.html,san jose south,37.269143,-121.834263,san jose
sby,2000ft2,3,Single Family Home with 3 Bedroom and 2.5 bath features,3950,https://sfbay.craigslist.org/sby/apa/d/san-jose-single-family-home-with-3/6858108815.html,san jose south,37.296,-121.8939,san jose
sby,888ft2,2,Campbell ~  Price DROP 👇 ~ Move In Ready! 2x1 Washer/Dryer In Unit,2552,https://sfbay.craigslist.org/sby/apa/d/campbell-campbell-price-drop-move-in/6858108446.html,Campbell,37.259648,-121.946869,campbell
sby,914ft2,1,Beautiful 1B1B - Main Street Cupertino,3599,https://sfbay.craigslist.org/sby/apa/d/cupertino-beautiful-1b1b-main-street/6858106497.html,cupertino,37.318,-122.0449,cupertino
sby,280ft2,1,Rear Private unit (studio) with full updated kitchen and bath.,1600,https://sfbay.craigslist.org/sby/apa/d/rear-private-unit-studio-with-full/6858106452.html,san jose downtown,37.328141,-121.881765,san jose
sby,1001ft2,1,"Immediate Tour & Move In Available, Courtyard Facing Townhome w/ Patio",2889,https://sfbay.craigslist.org/sby/apa/d/san-jose-immediate-tour-move-in/6858105638.html,san jose north,37.414356,-121.9538,milpitas
sby,1412ft2,4,Townhouse with great amenities.,3950,https://sfbay.craigslist.org/sby/apa/d/san-jose-townhouse-with-great-amenities/6858104897.html,san jose west,37.315742,-121.976169,campbell
sby,1050ft2,2,"Cupertino Schools, Wood floors, Walk to grocery, WD inside",3195,https://sfbay.craigslist.org/sby/apa/d/san-jose-cupertino-schools-wood-floors/6858104862.html,san jose west,37.321058,-121.981294,santa clara
sby,,0,Shared unit with 3BR/2BA available near Century 20 Great Mall & XD,800,https://sfbay.craigslist.org/sby/apa/d/milpitas-shared-unit-with-3br-2ba/6851593197.html,Milpitas,37.4352,-121.895,milpitas
sby,890ft2,2,Two bedroom home in the Cupertino School district,3151,https://sfbay.craigslist.org/sby/apa/d/san-jose-two-bedroom-home-in-the/6858104394.html,cupertino,37.322233,-121.99997,cupertino
